"evidence_id","concept_code","person_relevance","original_source_name","original_url","resolved_source_name","resolved_url","verification_finding","audit_status"
"AV2N-A-0131","LAMB_LEG","Georgia|Tobias","MeinMetzger – Fleisch und Innereien","https://meinmetzger.de/index.php/fleisch/innereien.html","MeinMetzger – Lammkeule nur mit Röhrenknochen","https://meinmetzger.de/index.php/lammkeule-nur-mit-roehrenknochen.html","Die bestellbare Produktseite führt eine Lammkeule vom jungen Lamm mit Röhrenknochen und belegt so den großen Braten- beziehungsweise Schmorcut.","RESOLVED_VERIFIED"
"AV2N-A-0132","LAMB_MINCE","Georgia|Tobias","MeinMetzger – Fleisch und Innereien","https://meinmetzger.de/index.php/fleisch/innereien.html","MeinMetzger – reines Lammhackfleisch","https://meinmetzger.de/index.php/lammhackfleischfleisch-bestes-mageres-metzgerhackfleisch-rein-lamm.html","MeinMetzger weist das bepreiste Produkt als reines, kurz vor dem Versand frisch gewolftes Lammhack aus; gemischtes Hack ist damit ausgeschlossen.","RESOLVED_VERIFIED"
"AV2N-A-0133","LAMB_SHOULDER","Georgia|Tobias","MeinMetzger – Fleisch und Innereien","https://meinmetzger.de/index.php/fleisch/innereien.html","MeinMetzger – Lammschulterbraten mit Knochen","https://meinmetzger.de/index.php/lammschulterbraten-mit-knochen.html","Die konkrete Produktseite bietet Lammschulter mit Knochen als Bratenstück an und zeigt Preis sowie Warenkorb.","RESOLVED_VERIFIED"
"AV2N-A-0156","MERGUEZ","Georgia|Tobias","MeinMetzger – Fleisch und Innereien","https://meinmetzger.de/index.php/fleisch/innereien.html","REWE – Schwamm Merguez Lamm- und Rinderwürstchen","https://www.rewe.de/shop/p/schwamm-merguez-lamm-rinderwuerstchen/2755101","Die REWE-Produktseite belegt eine gekühlte Merguez aus 65 Prozent Rind und 28 Prozent Lamm mit Harissa und damit die geforderte nordafrikanische Nicht-Schweinewurst.","RESOLVED_VERIFIED"
"AV2N-N-0020","OFFAL","Georgia","MeinMetzger – meat and offal direct shop","https://meinmetzger.de/index.php/fleisch.html","MeinMetzger – Innereien","https://meinmetzger.de/index.php/fleisch/innereien.html","Die aktuelle Innereien-Kategorie zeigt mehrere essbare Organe und Schlachtteile wie Herz, Leber, Zunge und Pansen mit Preisen und Warenkorb und passt zur offenen Organwahl.","RESOLVED_VERIFIED"
"AV2N-N-0028","OXTAIL","Tobias","MeinMetzger – meat and offal direct shop","https://meinmetzger.de/index.php/fleisch.html","MeinMetzger – Ochsenschwanz vom Simmentaler Rind","https://meinmetzger.de/index.php/ochsenschwanz-vom-simmentaler-rind.html","Die Produktseite bietet geschnittenen Ochsenschwanz vom Simmentaler Rind mit Preis und Warenkorb an und trifft damit den knochen- und kollagenreichen Schmorcut.","RESOLVED_VERIFIED"
"AV2N-N-0084","QUAIL","Georgia","MeinMetzger – meat and offal direct shop","https://meinmetzger.de/index.php/fleisch.html","MeinMetzger – Wachtelbrüstchen","https://meinmetzger.de/index.php/wachtelbruestchen.html","Die Seite führt frisch vakuumverpackte Wachtelbrüstchen mit der Zutat Wachtelfleisch in mehreren bestellbaren Mengen; Teilstücke sind von der offenen Form umfasst.","RESOLVED_VERIFIED"
"AV2N-N-0085","QUAIL","Tobias","MeinMetzger – meat and offal direct shop","https://meinmetzger.de/index.php/fleisch.html","MeinMetzger – Wachtelbrüstchen","https://meinmetzger.de/index.php/wachtelbruestchen.html","Die Seite führt frisch vakuumverpackte Wachtelbrüstchen mit der Zutat Wachtelfleisch in mehreren bestellbaren Mengen; Teilstücke sind von der offenen Form umfasst.","RESOLVED_VERIFIED"
"AV2N-N-0089","RABBIT","Georgia","MeinMetzger – meat and offal direct shop","https://meinmetzger.de/index.php/fleisch.html","MeinMetzger – ganzes Kaninchen","https://meinmetzger.de/index.php/kaninchen-ganzes-kaninchen.html","Die konkrete Seite bietet ein ganzes Kaninchen mit Preis und Warenkorb an und erfüllt die zugelassene Ganzkörperform des milden Kaninchenfleischs.","RESOLVED_VERIFIED"
"AV2N-N-0090","RABBIT","Tobias","MeinMetzger – meat and offal direct shop","https://meinmetzger.de/index.php/fleisch.html","MeinMetzger – ganzes Kaninchen","https://meinmetzger.de/index.php/kaninchen-ganzes-kaninchen.html","Die konkrete Seite bietet ein ganzes Kaninchen mit Preis und Warenkorb an und erfüllt die zugelassene Ganzkörperform des milden Kaninchenfleischs.","RESOLVED_VERIFIED"
"AV2N-N-0112","RILLETTES","Georgia","MeinMetzger – meat and offal direct shop","https://meinmetzger.de/index.php/fleisch.html","REWE – Bahier Rillettes Gans 180 g","https://www.rewe.de/shop/p/bahier-rillettes-gans-180g/8521859","Die REWE-Seite beschreibt Gänserillettes aus 83 Prozent zart gekochtem Gänsefleisch mit Gänsefett und Schweinefleisch; damit ist ein Fleischaufstrich nach Rillettes-Art und keine Leberpastete belegt.","RESOLVED_VERIFIED"
"AV2N-N-0113","RILLETTES","Tobias","MeinMetzger – meat and offal direct shop","https://meinmetzger.de/index.php/fleisch.html","REWE – Bahier Rillettes Gans 180 g","https://www.rewe.de/shop/p/bahier-rillettes-gans-180g/8521859","Die REWE-Seite beschreibt Gänserillettes aus 83 Prozent zart gekochtem Gänsefleisch mit Gänsefett und Schweinefleisch; damit ist ein Fleischaufstrich nach Rillettes-Art und keine Leberpastete belegt.","RESOLVED_VERIFIED"
"AV2N-N-0219","TURKEY_MINCE","Georgia","MeinMetzger – meat and offal direct shop","https://meinmetzger.de/index.php/fleisch.html","MeinMetzger – reines Putenhackfleisch","https://meinmetzger.de/index.php/putenhackfleischfleisch-bestes-mageres-metzgerhackfleisch-rein-pute.html","Die Produktseite weist mageres, frisch gewolftes Hack ausschließlich aus Putenfleisch aus und bietet mehrere Gewichte direkt an.","RESOLVED_VERIFIED"
"AV2N-N-0223","VEAL","Georgia","MeinMetzger – veal cuts direct shop","https://meinmetzger.de/index.php/fleisch/kalbfleisch.html","MeinMetzger – Kalbfleisch","https://meinmetzger.de/index.php/fleisch/kalbfleisch.html","Die aktuelle Kalbfleisch-Kategorie enthält zahlreiche rohe, bepreiste und bestellbare Cuts und erfüllt die bewusst offene Vorgabe ohne Festlegung auf Zuschnitt oder Garmethode.","RESOLVED_VERIFIED"
"AV2N-N-0224","VEAL_CHEEK","Georgia","MeinMetzger – veal cuts direct shop","https://meinmetzger.de/index.php/fleisch/kalbfleisch.html","MeinMetzger – Kalbsbäckchen vom Gourmetkalb","https://meinmetzger.de/index.php/kalbsbaeckchen-vom-gourmetkalb.html","Die Produktseite bietet rohe Kalbsbäckchen vom Gourmetkalb zum Schmoren an; sie ist von der separat angebotenen fertig gegarten Variante klar getrennt.","RESOLVED_VERIFIED"
"AV2N-N-0225","VEAL_CHEEK","Tobias","MeinMetzger – veal cuts direct shop","https://meinmetzger.de/index.php/fleisch/kalbfleisch.html","MeinMetzger – Kalbsbäckchen vom Gourmetkalb","https://meinmetzger.de/index.php/kalbsbaeckchen-vom-gourmetkalb.html","Die Produktseite bietet rohe Kalbsbäckchen vom Gourmetkalb zum Schmoren an; sie ist von der separat angebotenen fertig gegarten Variante klar getrennt.","RESOLVED_VERIFIED"
"AV2N-N-0226","VEAL_CHOP","Georgia","MeinMetzger – veal cuts direct shop","https://meinmetzger.de/index.php/fleisch/kalbfleisch.html","MeinMetzger – Kalbskotelett Dry Aged","https://meinmetzger.de/index.php/kalbskotelett-dry-aged.html","Die konkrete Seite führt knochenhaltiges Dry-Aged-Kalbskotelett mit Preis und Warenkorb und grenzt es dadurch vom ausgelösten Steak ab.","RESOLVED_VERIFIED"
"AV2N-N-0227","VEAL_CUTLET","Georgia","MeinMetzger – veal cuts direct shop","https://meinmetzger.de/index.php/fleisch/kalbfleisch.html","MeinMetzger – Kalbsschnitzel vom Gourmetkalb","https://meinmetzger.de/index.php/kalbsschnitzel-vom-gourmetkalb.html","Die Produktseite bietet rohe Kalbsschnitzel in Scheiben mit mehreren Gewichtsoptionen an und belegt damit den Zuschnitt unabhängig von einer Panierung.","RESOLVED_VERIFIED"
"AV2N-N-0228","VEAL_GOULASH","Georgia","MeinMetzger – veal cuts direct shop","https://meinmetzger.de/index.php/fleisch/kalbfleisch.html","MeinMetzger – Kalbsgulasch vom Gourmetkalb","https://meinmetzger.de/index.php/kalbsgulasch-vom-gourmetkalb-extra-mager.html","Die konkrete Produktseite führt rohes extra mageres Kalbsgulasch als zugeschnittene Fleischstücke mit Preis und Warenkorb, nicht als fertig gewürztes Gericht.","RESOLVED_VERIFIED"
"AV2N-N-0229","VEAL_LIVER","Georgia","MeinMetzger – veal cuts direct shop","https://meinmetzger.de/index.php/fleisch/kalbfleisch.html","MeinMetzger – Kalbsleber in Scheiben","https://meinmetzger.de/index.php/kalbsleber-in-scheiben.html","Die Produktseite weist Kalbsleber in Scheiben aus und bietet die rohe Organform aktuell in mehreren Mengen an.","RESOLVED_VERIFIED"
"AV2N-N-0230","VEAL_LIVER","Tobias","MeinMetzger – veal cuts direct shop","https://meinmetzger.de/index.php/fleisch/kalbfleisch.html","MeinMetzger – Kalbsleber in Scheiben","https://meinmetzger.de/index.php/kalbsleber-in-scheiben.html","Die Produktseite weist Kalbsleber in Scheiben aus und bietet die rohe Organform aktuell in mehreren Mengen an.","RESOLVED_VERIFIED"
"AV2N-N-0231","VEAL_MINCE","Georgia","MeinMetzger – veal cuts direct shop","https://meinmetzger.de/index.php/fleisch/kalbfleisch.html","MeinMetzger – reines Kalbshackfleisch","https://meinmetzger.de/index.php/kalbshackfleischfleisch-bestes-mageres-metzgerhackfleisch-rein-kalb.html","MeinMetzger beschreibt das bestellbare Produkt als reines, mageres und frisch gewolftes Kalbshackfleisch und schließt gemischtes Hack aus.","RESOLVED_VERIFIED"
"AV2N-N-0232","VEAL_ROAST","Georgia","MeinMetzger – veal cuts direct shop","https://meinmetzger.de/index.php/fleisch/kalbfleisch.html","MeinMetzger – Kalbsbraten mager von der Schulter","https://meinmetzger.de/index.php/kalbsbraten-mager-von-der-schulter.html","Die konkrete Seite bietet einen mageren Kalbsbraten aus der Schulter als zusammenhängendes rohes Stück in mehreren Gewichten an.","RESOLVED_VERIFIED"
"AV2N-N-0233","VEAL_SHANK","Georgia","MeinMetzger – veal cuts direct shop","https://meinmetzger.de/index.php/fleisch/kalbfleisch.html","MeinMetzger – Kalbshaxe Osso-Buco","https://meinmetzger.de/index.php/kalbshaxe-osso-buco-vom-gourmetkalb.html","Die Produktseite führt quergeschnittene Kalbshaxe mit Knochen ausdrücklich als Osso-Buco und bietet sie aktuell zum Kauf an.","RESOLVED_VERIFIED"
"AV2N-N-0234","VEAL_SHANK","Tobias","MeinMetzger – veal cuts direct shop","https://meinmetzger.de/index.php/fleisch/kalbfleisch.html","MeinMetzger – Kalbshaxe Osso-Buco","https://meinmetzger.de/index.php/kalbshaxe-osso-buco-vom-gourmetkalb.html","Die Produktseite führt quergeschnittene Kalbshaxe mit Knochen ausdrücklich als Osso-Buco und bietet sie aktuell zum Kauf an.","RESOLVED_VERIFIED"
"AV2N-N-0235","VEAL_STEAK","Georgia","MeinMetzger – veal cuts direct shop","https://meinmetzger.de/index.php/fleisch/kalbfleisch.html","MeinMetzger – Kalbshüftsteaks extra zart","https://meinmetzger.de/index.php/kalbshueftsteaks-extra-zart-vom-gourmetkalb.html","Die Seite zeigt ausgelöste Kalbshüftsteaks als portionierte zarte Kurzbratstücke mit Preis und Warenkorb und grenzt sie vom dünnen Schnitzel ab.","RESOLVED_VERIFIED"
"AV2N-N-0236","VEAL_STRIPS","Georgia","MeinMetzger – veal cuts direct shop","https://meinmetzger.de/index.php/fleisch/kalbfleisch.html","MeinMetzger – Kalbsgeschnetzeltes extra zart","https://meinmetzger.de/index.php/kalbsgeschnetzeltes-vom-gourmetkalb-extra-zart.html","Die konkrete Produktseite bietet extra zartes Kalbsgeschnetzeltes als rohen Streifenzuschnitt an; eine Sauce oder ein fertiges Zürcher Gericht ist nicht vorgegeben.","RESOLVED_VERIFIED"
"AV2N-N-0239","VENISON","Georgia","MeinMetzger – meat and offal direct shop","https://meinmetzger.de/index.php/fleisch.html","MeinMetzger – Hirschbraten aus der Keule","https://meinmetzger.de/index.php/hirschbraten-aus-der-keule.html","Die Produktseite führt rohen Hirschbraten aus der Keule mit Preis und Warenkorb; die offene Hirschfleischform erlaubt diesen konkreten Zuschnitt.","RESOLVED_VERIFIED"
"AV2N-N-0240","VENISON","Tobias","MeinMetzger – meat and offal direct shop","https://meinmetzger.de/index.php/fleisch.html","MeinMetzger – Hirschbraten aus der Keule","https://meinmetzger.de/index.php/hirschbraten-aus-der-keule.html","Die Produktseite führt rohen Hirschbraten aus der Keule mit Preis und Warenkorb; die offene Hirschfleischform erlaubt diesen konkreten Zuschnitt.","RESOLVED_VERIFIED"
"AV2N-N-0248","WHITE_SAUSAGE","Georgia","MeinMetzger – meat and offal direct shop","https://meinmetzger.de/index.php/fleisch.html","MeinMetzger – Münchner Weißwürstchen mit Petersilie","https://meinmetzger.de/index.php/weisswuerstchen-muenchner-mit-petersilie.html","Die Produktseite bietet Münchner Weißwürstchen mit Petersilie, Preis und Warenkorb; die Rezeptur aus Schweinefleisch liegt innerhalb der offenen Kalb-und-oder-Schwein-Definition.","RESOLVED_VERIFIED"
"AV2N-N-0250","WILD_BOAR","Georgia","MeinMetzger – meat and offal direct shop","https://meinmetzger.de/index.php/fleisch.html","MeinMetzger – Wildschweinbraten aus der Keule","https://meinmetzger.de/index.php/wildschweinbraten-aus-der-keule.html","Die konkrete Seite bietet rohen Wildschweinbraten aus der Keule mit Preis und Warenkorb und erfüllt die offene Zuschnittsvorgabe für Wildschweinfleisch.","RESOLVED_VERIFIED"
"AV2N-N-0251","WILD_BOAR","Tobias","MeinMetzger – meat and offal direct shop","https://meinmetzger.de/index.php/fleisch.html","MeinMetzger – Wildschweinbraten aus der Keule","https://meinmetzger.de/index.php/wildschweinbraten-aus-der-keule.html","Die konkrete Seite bietet rohen Wildschweinbraten aus der Keule mit Preis und Warenkorb und erfüllt die offene Zuschnittsvorgabe für Wildschweinfleisch.","RESOLVED_VERIFIED"
"AV2N-A-0008","ARTICHOKE","Georgia|Tobias","REWE – Obst und Gemüse","https://shop.rewe.de/c/obst-gemuese/","REWE - Beste Wahl ganze Artischockenherzen in Lake","https://www.rewe.de/shop/p/rewe-beste-wahl-artischocken-ganze-herzen-165g/704320","Die Sammelroute wurde durch eine reproduzierbare formgenaue Seite ersetzt. Die REWE-Produktseite weist ganze Artischockenherzen in Lake aus Artischocken, Wasser und Salz aus; damit ist die zugelassene schlicht konservierte Form im allgemeinen Vollsortiment standortbezogen bestellbar.","RESOLVED_VERIFIED"
"AV2N-A-0026","BLACK_CURRANT","Georgia|Tobias","REWE – Obst und Gemüse","https://shop.rewe.de/c/obst-gemuese/","REWE - Natural Cool Bio Schwarze Johannisbeeren tiefgekuehlt 300 g","https://www.rewe.de/shop/p/natural-cool-bio-schwarze-johannisbeeren-300g/9029177","Die Sammelroute wurde durch eine reproduzierbare formgenaue Seite ersetzt. Die konkrete REWE-Seite fuehrt tiefgekuehlte schwarze Johannisbeeren als Monofrucht ohne ausgewiesene Suessung; die zugelassene ungesuesste TK-Form ist damit im allgemeinen Handel gezielt erreichbar.","RESOLVED_VERIFIED"
"AV2N-A-0027","BLOOD_SAUSAGE","Georgia|Tobias","REWE – Wurst, Käse und Feinkost","https://shop.rewe.de/c/wurst-kaese-feinkost/","REWE - Hausmacher Blutwurst 180 g","https://www.rewe.de/shop/p/hausmacher-blutwurst-180g/2953565","Die Sammelroute wurde durch eine reproduzierbare formgenaue Seite ersetzt. Die konkrete REWE-Seite bietet abgepackte Hausmacher-Blutwurst mit Blut als praegendem Bestandteil im regulaeren Wurstsortiment; Gewuerzung und Konsistenz bleiben innerhalb der offenen Familie.","RESOLVED_VERIFIED"
"AV2N-A-0038","CHANTERELLE","Georgia|Tobias","REWE – Obst und Gemüse","https://shop.rewe.de/c/obst-gemuese/","REWE - Pfifferlinge frisch 400 g","https://www.rewe.de/shop/p/pfifferlinge-frisch-400g/1398677","Die Sammelroute wurde durch eine reproduzierbare formgenaue Seite ersetzt. Die REWE-Produktseite nennt frische Pfifferlinge als 400-g-Ware mit standortbezogener Bestellung; damit ist eine der zugelassenen Pfifferlingsformen im allgemeinen Frischehandel konkret planbar.","RESOLVED_VERIFIED"
"AV2N-A-0039","CHERVIL","Georgia|Tobias","REWE – Obst und Gemüse","https://shop.rewe.de/c/obst-gemuese/","REWE - Kerbel im Bund aus der Region 15 g","https://www.rewe.de/shop/p/kerbel-im-bund-aus-der-region-15g/8306140","Die Sammelroute wurde durch eine reproduzierbare formgenaue Seite ersetzt. Die REWE-Seite zeigt frischen Kerbel im Bund aus deutscher regionaler Erzeugung; Wurzelware und getrocknete Mischungen sind damit nicht mit dem geforderten Blattkraut verwechselt.","RESOLVED_VERIFIED"
"AV2N-A-0040","CHESTNUT","Georgia|Tobias","REWE – Obst und Gemüse","https://shop.rewe.de/c/obst-gemuese/","REWE - Bio Maronen gekocht und geschaelt 100 g","https://www.rewe.de/shop/p/rewe-bio-maronen-100g/1026287","Die Sammelroute wurde durch eine reproduzierbare formgenaue Seite ersetzt. Die konkrete REWE-Seite fuehrt gekochte und geschaelte Maronen als haltbare Packung; diese gegarte Form liegt ausdruecklich innerhalb der offenen Esskastanien-Definition.","RESOLVED_VERIFIED"
"AV2N-A-0043","CHORIZO","Georgia|Tobias","REWE – Wurst, Käse und Feinkost","https://shop.rewe.de/c/wurst-kaese-feinkost/","REWE - ElPozo Chorizo Picant 200 g","https://www.rewe.de/shop/p/elpozo-chorizo-picant-200g/7243695","Die Sammelroute wurde durch eine reproduzierbare formgenaue Seite ersetzt. Die REWE-Produktseite fuehrt eine gereifte spanische Chorizo Picant im regulaeren Wurstsortiment; sie belegt eine zulaessige iberische Auspraegung der offen definierten Chorizo-Familie.","RESOLVED_VERIFIED"
"AV2N-A-0060","DANABLU","Georgia|Tobias","REWE – Käse","https://shop.rewe.de/c/kaese-kaeseersatz/","REWE - Castello Danablu daenischer Schnittkaese","https://www.rewe.de/shop/p/castello-danablu-daenischer-schnittkaese/6638139","Die Sammelroute wurde durch eine reproduzierbare formgenaue Seite ersetzt. Die konkrete REWE-Thekenseite nennt Castello Danablu als daenischen gekuehlten Schnittkaese und bietet ihn standortbezogen an; generischer deutscher Blauschimmelkaese wird nicht als Ersatz verwendet.","RESOLVED_VERIFIED"
"AV2N-A-0061","DANBO","Georgia|Tobias","REWE – Käse","https://shop.rewe.de/c/kaese-kaeseersatz/","REWE - Velfrisk Luxusdanbo Gold","https://www.rewe.de/shop/p/velfrisk-luxusdanbo-gold/7181130","Die Sammelroute wurde durch eine reproduzierbare formgenaue Seite ersetzt. Die REWE-Thekenseite fuehrt Velfrisk Luxusdanbo Gold als daenischen halbfesten Kuhmilch-Schnittkaese; damit wird Danbo konkret und nicht als Gouda-Variante belegt.","RESOLVED_VERIFIED"
"AV2N-A-0082","ELDERBERRY","Georgia|Tobias","REWE – Obst und Gemüse","https://shop.rewe.de/c/obst-gemuese/","GOURMET VERSAND - Holunderbeeren ganz tiefgekuehlt 1 kg","https://www.gourmet-versand.com/de/article7059/holunderbeeren-ganz-1-kg.html","Die Sammelroute wurde durch eine reproduzierbare formgenaue Seite ersetzt. Die Produktseite weist 94 Beutel ganze tiefgekuehlte Holunderbeeren als sofort lieferbar aus und versendet TK-Ware innerhalb Deutschlands per Express; die Beeren sind laut Anbieter vor Verzehr zu erhitzen.","RESOLVED_VERIFIED"
"AV2N-A-0088","FERMENTED_CUCUMBER","Georgia|Tobias","REWE – Wurst, Käse und Feinkost","https://shop.rewe.de/c/wurst-kaese-feinkost/","REWE - Spreewaldhof saure Gurken milchsauer vergoren 370 g","https://www.rewe.de/shop/p/spreewaldhof-saure-gurken-370g/7466617","Die Sammelroute wurde durch eine reproduzierbare formgenaue Seite ersetzt. Die REWE-Seite nennt Gurken ausdruecklich milchsauer vergoren und listet Wasser, Dill und Salz ohne Essig; damit ist die geforderte Salzlake-Fermentation formgenau belegt.","RESOLVED_VERIFIED"
"AV2N-A-0097","FRESH_TURMERIC","Georgia|Tobias","REWE – Obst und Gemüse","https://shop.rewe.de/c/obst-gemuese/","REWE - Bio Kurkuma frisch ca. 100 g","https://www.rewe.de/shop/p/rewe-bio-kurkuma-ca-100g/8087379","Die Sammelroute wurde durch eine reproduzierbare formgenaue Seite ersetzt. Die REWE-Produktseite fuehrt abgewogenes frisches Bio-Kurkuma aus Costa Rica oder Peru in der Wurzelgemuesekategorie; Pulver, Saft und Gewuerzmischung sind damit ausgeschlossen.","RESOLVED_VERIFIED"
"AV2N-A-0106","GRAVLAX","Georgia|Tobias","REWE – Wurst, Käse und Feinkost","https://shop.rewe.de/c/wurst-kaese-feinkost/","REWE - Norsjela Graved Lachs 75 g","https://www.rewe.de/shop/p/norsjela-graved-lachs-75g/986625","Die Sammelroute wurde durch eine reproduzierbare formgenaue Seite ersetzt. Die konkrete REWE-Seite nennt rohen Lachs mit Salz, Zucker, Dill und Pfeffer als Graved Lachs; Rauch- oder Garbehandlung traegt den Nachweis nicht.","RESOLVED_VERIFIED"
"AV2N-A-0110","GRUYERE","Georgia|Tobias","REWE – Käse","https://shop.rewe.de/c/kaese-kaeseersatz/","REWE - Feine Welt Le Gruyere 12 Monate 150 g","https://www.rewe.de/shop/p/rewe-feine-welt-le-gruy-re-12-monate-150g/7259886","Die Sammelroute wurde durch eine reproduzierbare formgenaue Seite ersetzt. Die REWE-Produktseite fuehrt einen zwoelf Monate gereiften Le Gruyere AOP aus Schweizer Rohmilch; die feste gereifte Kuhmilchkaeseform ist damit konkret belegt.","RESOLVED_VERIFIED"
"AV2N-A-0111","GUAVA","Georgia|Tobias","REWE – Obst und Gemüse","https://shop.rewe.de/c/obst-gemuese/","Obstwelt - rote Guaven frisch","https://www.obstwelt.com/products/rote-guaven-kaufen","Die Sammelroute wurde durch eine reproduzierbare formgenaue Seite ersetzt. Obstwelt bietet ganze frische rote Guaven stueckweise sowie in 500-g- und 2-kg-Mengen mit Warenkorb und bundesweitem DHL-Versand an; Fruchtfleisch und essbare Kerne entsprechen der Definition.","RESOLVED_VERIFIED"
"AV2N-A-0118","IBERICO_HAM","Georgia|Tobias","REWE – Wurst, Käse und Feinkost","https://shop.rewe.de/c/wurst-kaese-feinkost/","REWE - Feine Welt Jamon Iberico 70 g","https://www.rewe.de/shop/p/rewe-feine-welt-jamon-iberico-70g/1957799","Die Sammelroute wurde durch eine reproduzierbare formgenaue Seite ersetzt. Die REWE-Seite fuehrt luftgetrockneten Jamon Iberico vom iberischen Schwein als geschnittene Kuehlware; sie verlangt weder Bellota-Klasse noch verwechselt sie das Produkt mit Serrano.","RESOLVED_VERIFIED"
"AV2N-A-0141","LOVAGE","Georgia|Tobias","REWE – Obst und Gemüse","https://shop.rewe.de/c/obst-gemuese/","REWE - Kotanyi Liebstoeckel gerebelt 9 g","https://www.rewe.de/shop/p/kot-nyi-liebstoeckel-gerebelt-9g/7965103","Die Sammelroute wurde durch eine reproduzierbare formgenaue Seite ersetzt. Die konkrete REWE-Seite bezeichnet den Inhalt als gerebelten getrockneten Liebstoeckel; damit ist die erlaubte Trockenblatt-Form belegt und fluessige Maggi-Wuerze ausgeschlossen.","RESOLVED_VERIFIED"
